UserID,Gender,Age,FavoriteMusicType,WeeklyListeningHours,PaidSubscription,ListeningPlatform,Country,SubscriptionType,GenrePreferenceLevel,DeviceType,ListeningTimeOfDay,NumberOfPlaylists
4518,Male,45,Oldies,15,No,NetEase Cloud,Germany,Student,Medium,Smart Speaker,Afternoon,25
4519,Male,22,Pop,9,Yes,NetEase Cloud,China,Student,High,Tablet,Morning,23
4520,Female,27,Rock,14,Yes,YouTube Music,China,Family,Low,PC,Night,35
4521,Female,39,Oldies,9,Yes,Spotify,Australia,Family,High,Smart Speaker,Evening,13
4522,Female,22,Jazz,14,Yes,QQ Music,China,Premium,Medium,Mobile,Afternoon,39
4523,Female,28,Oldies,12,Yes,QQ Music,France,Student,High,Tablet,Morning,28
4524,Female,27,Jazz,22,No,QQ Music,France,Premium,Medium,Mobile,Evening,24
4525,Female,39,Oldies,12,No,NetEase Cloud,China,Family,High,PC,Night,3
4526,Female,26,K-Pop,16,No,QQ Music,UK,Free,Low,PC,Evening,50
4527,Female,37,Chill,25,No,Spotify,UK,Free,Medium,PC,Evening,15
4528,Male,39,Traditional,17,No,Spotify,Germany,Premium,Low,Mobile,Afternoon,24
4529,Male,40,Jazz,9,Yes,QQ Music,Korea,Student,Low,Tablet,Afternoon,24
4530,Male,21,Pop,13,Yes,NetEase Cloud,USA,Premium,High,Mobile,Morning,8
4531,Male,19,J-Pop,30,Yes,Apple Music,Korea,Student,Medium,Mobile,Night,51
4532,Male,32,Pop,21,No,YouTube Music,UK,Free,High,Mobile,Morning,28
4533,Female,31,Pop,21,No,QQ Music,Japan,Free,Low,Smart Speaker,Night,66
4534,Female,18,J-Pop,28,Yes,QQ Music,USA,Premium,Medium,PC,Evening,69
4535,Female,25,EDM,18,Yes,YouTube Music,Germany,Student,High,Mobile,Morning,58
4536,Female,39,Jazz,16,Yes,Apple Music,Australia,Student,Low,Tablet,Afternoon,39
4537,Male,26,K-Pop,18,Yes,QQ Music,Korea,Student,Low,Tablet,Night,31
4538,Male,34,Jazz,13,Yes,QQ Music,France,Student,High,PC,Afternoon,41
4539,Male,18,Rock,24,No,Apple Music,Germany,Free,Low,Smart Speaker,Afternoon,67
4540,Male,25,Rock,18,Yes,YouTube Music,Brazil,Free,Low,Smart Speaker,Afternoon,24
4541,Female,19,Pop,17,No,Spotify,UK,Free,High,Mobile,Morning,76
4542,Female,23,EDM,14,Yes,QQ Music,Germany,Premium,High,Smart Speaker,Afternoon,66
4543,Female,28,Pop,19,Yes,QQ Music,India,Free,Low,Tablet,Afternoon,77
4544,Female,25,J-Pop,15,Yes,NetEase Cloud,UK,Family,High,Smart Speaker,Morning,40
4545,Female,22,K-Pop,11,No,Apple Music,India,Premium,Low,PC,Afternoon,61
4546,Female,27,Oldies,18,Yes,QQ Music,Japan,Family,Medium,Mobile,Evening,35
4547,Male,28,Rock,13,No,NetEase Cloud,India,Student,Low,PC,Morning,43
4548,Female,30,Jazz,9,Yes,Spotify,USA,Family,High,Smart Speaker,Afternoon,24
4549,Male,38,Chill,17,No,Apple Music,Brazil,Student,High,Tablet,Night,61
4550,Female,45,Oldies,16,Yes,Spotify,China,Free,Low,PC,Morning,5
4551,Male,40,Traditional,7,Yes,NetEase Cloud,India,Family,Low,Smart Speaker,Afternoon,18
4552,Male,20,Rock,15,Yes,YouTube Music,France,Premium,Low,PC,Night,61
4553,Male,26,Pop,27,Yes,Apple Music,Australia,Student,Medium,PC,Evening,9
4554,Male,40,Oldies,17,Yes,YouTube Music,China,Premium,High,Tablet,Night,43
4555,Female,18,K-Pop,20,Yes,NetEase Cloud,China,Premium,Medium,Mobile,Afternoon,75
4556,Male,33,Jazz,10,No,Apple Music,Brazil,Premium,High,PC,Evening,6
4557,Female,22,Chill,6,No,QQ Music,India,Free,Medium,Tablet,Evening,36
4558,Female,40,Chill,9,Yes,NetEase Cloud,USA,Premium,Low,Smart Speaker,Evening,39
4559,Male,45,Traditional,11,No,NetEase Cloud,Japan,Family,Medium,Smart Speaker,Morning,3
4560,Male,44,Traditional,11,No,Spotify,USA,Free,Low,PC,Evening,18
4561,Female,26,Chill,17,No,YouTube Music,China,Student,High,PC,Evening,44
4562,Female,33,J-Pop,22,Yes,Apple Music,USA,Student,Low,Tablet,Evening,77
4563,Female,42,Oldies,12,Yes,Apple Music,Brazil,Premium,High,PC,Morning,26
4564,Male,18,Rock,19,Yes,QQ Music,USA,Student,High,Mobile,Night,0
4565,Female,18,Pop,20,Yes,Apple Music,India,Student,Low,Tablet,Evening,71
4566,Male,45,Oldies,11,No,QQ Music,China,Family,High,Smart Speaker,Evening,26
4567,Male,29,Pop,10,Yes,Apple Music,Germany,Family,High,Mobile,Afternoon,53
4568,Male,18,Pop,18,No,Spotify,Germany,Premium,High,PC,Evening,34
4569,Male,26,Pop,23,Yes,NetEase Cloud,Germany,Premium,Medium,Smart Speaker,Morning,64
4570,Male,42,Oldies,13,Yes,Apple Music,France,Family,Medium,Tablet,Night,47
4571,Male,18,EDM,30,No,NetEase Cloud,China,Family,High,Mobile,Afternoon,52
4572,Female,37,Chill,15,Yes,YouTube Music,India,Premium,Medium,Smart Speaker,Morning,22
4573,Female,26,Pop,27,Yes,NetEase Cloud,UK,Family,Medium,Smart Speaker,Afternoon,55
4574,Female,26,Chill,30,Yes,YouTube Music,Brazil,Premium,Low,Mobile,Evening,56
4575,Male,41,Chill,14,Yes,Apple Music,USA,Free,Low,PC,Night,23
4576,Female,20,J-Pop,28,No,Spotify,UK,Free,High,PC,Night,32
4577,Male,18,K-Pop,26,Yes,Spotify,France,Student,Low,PC,Evening,61
4578,Female,18,Pop,12,Yes,NetEase Cloud,Japan,Student,High,Tablet,Evening,76
4579,Female,44,Traditional,6,No,Spotify,France,Premium,High,PC,Evening,7
4580,Female,32,Jazz,18,Yes,YouTube Music,France,Premium,Low,Smart Speaker,Night,38
4581,Female,45,Traditional,6,Yes,Spotify,Australia,Premium,Low,Smart Speaker,Morning,22
4582,Male,29,J-Pop,29,Yes,Spotify,USA,Student,Low,PC,Evening,56
4583,Female,45,Oldies,16,Yes,Spotify,Brazil,Family,High,Tablet,Afternoon,37
4584,Male,32,Chill,12,Yes,QQ Music,India,Family,High,Tablet,Evening,19
4585,Male,33,Chill,15,Yes,QQ Music,Germany,Student,Medium,Mobile,Night,3
4586,Male,35,Traditional,10,Yes,NetEase Cloud,Germany,Free,High,Tablet,Morning,27
4587,Male,20,K-Pop,22,Yes,Apple Music,Brazil,Premium,Low,PC,Morning,35
4588,Female,23,Pop,29,Yes,Apple Music,UK,Premium,High,Smart Speaker,Evening,48
4589,Female,18,Chill,9,No,YouTube Music,China,Student,Low,Mobile,Night,45
4590,Male,29,Chill,16,No,YouTube Music,Australia,Premium,Low,Smart Speaker,Evening,23
4591,Female,39,Jazz,13,Yes,NetEase Cloud,India,Family,High,PC,Night,27
4592,Female,18,Pop,26,No,QQ Music,Japan,Premium,Low,Mobile,Evening,40
4593,Male,27,EDM,15,Yes,Spotify,France,Family,High,Tablet,Morning,100
4594,Male,28,J-Pop,10,Yes,QQ Music,Germany,Student,Low,Mobile,Morning,35
4595,Female,23,K-Pop,13,Yes,QQ Music,Korea,Free,High,PC,Afternoon,52
4596,Female,38,Jazz,14,Yes,NetEase Cloud,France,Premium,Medium,Tablet,Evening,38
4597,Female,25,Chill,5,Yes,QQ Music,India,Student,High,Smart Speaker,Morning,52
4598,Female,29,Pop,30,Yes,Apple Music,Korea,Premium,Low,Tablet,Night,0
4599,Male,24,K-Pop,9,No,QQ Music,Germany,Family,Low,Smart Speaker,Evening,90
4600,Female,24,J-Pop,16,No,Apple Music,Japan,Premium,High,Smart Speaker,Night,64
4601,Female,19,Pop,22,Yes,YouTube Music,Japan,Student,Low,PC,Evening,49
4602,Male,45,Oldies,22,Yes,YouTube Music,France,Student,Medium,PC,Night,17
4603,Female,45,Traditional,13,No,NetEase Cloud,India,Family,High,PC,Afternoon,5
4604,Male,18,K-Pop,30,Yes,Spotify,UK,Premium,Medium,PC,Afternoon,62
4605,Male,41,Chill,15,Yes,QQ Music,Japan,Free,Medium,Smart Speaker,Morning,25
4606,Female,40,Oldies,11,No,Spotify,Germany,Student,High,PC,Afternoon,7
4607,Female,32,Oldies,16,No,Apple Music,Brazil,Premium,Medium,Tablet,Morning,20
4608,Male,23,Pop,21,Yes,Spotify,Korea,Family,Low,Tablet,Evening,51
4609,Female,45,Traditional,7,No,QQ Music,France,Student,Medium,Mobile,Morning,25
4610,Female,24,K-Pop,29,No,Spotify,France,Premium,Low,Mobile,Afternoon,26
4611,Female,23,J-Pop,30,Yes,Spotify,UK,Family,Medium,PC,Morning,48
4612,Female,27,Rock,22,Yes,Spotify,Australia,Premium,High,Smart Speaker,Evening,19
4613,Male,35,EDM,28,Yes,NetEase Cloud,USA,Family,Low,Mobile,Evening,72
4614,Male,18,Rock,22,No,Spotify,Korea,Premium,Medium,Mobile,Evening,50
4615,Female,34,Pop,17,No,QQ Music,UK,Free,Low,PC,Morning,23
4616,Female,18,J-Pop,18,Yes,QQ Music,Japan,Premium,High,Mobile,Night,29
4617,Male,45,Oldies,19,No,Spotify,Korea,Family,Low,Tablet,Evening,22
4618,Female,37,Oldies,5,No,NetEase Cloud,UK,Free,Low,Tablet,Afternoon,33
4619,Female,30,J-Pop,18,Yes,Apple Music,China,Free,Low,Smart Speaker,Night,47
4620,Female,43,Oldies,21,Yes,Spotify,Japan,Student,Medium,Tablet,Morning,27
4621,Male,41,Oldies,13,No,NetEase Cloud,India,Student,Medium,Smart Speaker,Morning,7
4622,Female,18,Chill,12,Yes,YouTube Music,India,Student,Low,PC,Evening,53
4623,Male,20,Pop,16,No,QQ Music,India,Family,High,Smart Speaker,Afternoon,32
4624,Male,30,Chill,27,Yes,YouTube Music,India,Family,Low,Tablet,Morning,32
4625,Female,37,Traditional,12,Yes,QQ Music,India,Premium,Low,Tablet,Night,37
4626,Male,26,Chill,9,No,Apple Music,Korea,Free,Medium,Mobile,Morning,25
4627,Male,22,J-Pop,26,No,NetEase Cloud,France,Family,Low,Mobile,Morning,68
4628,Female,18,EDM,17,No,Apple Music,China,Premium,Low,Tablet,Evening,51
4629,Male,40,Jazz,8,Yes,YouTube Music,UK,Premium,High,PC,Night,20
4630,Male,20,EDM,30,Yes,NetEase Cloud,USA,Family,High,Mobile,Night,73
4631,Female,30,Rock,26,Yes,YouTube Music,Australia,Free,Low,PC,Afternoon,33
4632,Male,18,J-Pop,14,No,Spotify,Korea,Family,Low,Mobile,Morning,16
4633,Female,36,Oldies,11,Yes,YouTube Music,India,Premium,High,Smart Speaker,Night,34
4634,Male,40,Oldies,10,No,Apple Music,UK,Family,High,Smart Speaker,Night,23
4635,Female,18,Pop,27,Yes,Apple Music,USA,Student,Low,Mobile,Afternoon,27
4636,Female,35,Traditional,15,Yes,Spotify,China,Premium,Low,PC,Evening,25
4637,Male,18,J-Pop,27,Yes,NetEase Cloud,USA,Family,Low,Mobile,Evening,36
4638,Male,28,Chill,18,No,YouTube Music,Australia,Family,Medium,Tablet,Afternoon,45
4639,Female,36,Chill,16,Yes,YouTube Music,China,Free,High,Tablet,Night,27
4640,Female,42,Oldies,12,Yes,YouTube Music,Japan,Free,High,Tablet,Afternoon,46
4641,Female,45,Traditional,8,Yes,NetEase Cloud,Brazil,Student,Medium,Tablet,Evening,15
4642,Female,22,J-Pop,29,No,Apple Music,France,Premium,High,Smart Speaker,Afternoon,75
4643,Male,37,Oldies,8,No,Spotify,China,Student,Medium,Smart Speaker,Afternoon,12
4644,Male,24,Pop,30,No,NetEase Cloud,Australia,Student,High,Tablet,Morning,56
4645,Male,18,Chill,12,Yes,Spotify,Japan,Student,Low,PC,Afternoon,23
4646,Male,23,Chill,14,Yes,QQ Music,France,Free,Medium,Tablet,Night,41
4647,Female,38,Chill,23,Yes,Spotify,UK,Family,Medium,Mobile,Evening,44
4648,Male,18,Pop,12,No,QQ Music,Germany,Student,Low,Smart Speaker,Evening,41
4649,Female,41,Oldies,17,Yes,Spotify,UK,Free,Medium,Tablet,Night,25
4650,Male,23,Pop,21,No,QQ Music,Brazil,Family,High,PC,Night,39
4651,Male,25,Rock,24,Yes,YouTube Music,China,Family,Medium,Mobile,Evening,38
4652,Male,31,Chill,16,No,NetEase Cloud,France,Premium,Low,Mobile,Afternoon,58
4653,Female,18,EDM,30,Yes,YouTube Music,India,Free,Medium,PC,Night,30
4654,Male,35,Oldies,16,Yes,Apple Music,India,Student,High,Mobile,Afternoon,37
4655,Male,18,K-Pop,15,Yes,NetEase Cloud,Japan,Premium,Low,PC,Morning,60
4656,Male,39,Pop,28,Yes,YouTube Music,Korea,Family,Medium,PC,Night,39
4657,Male,23,Oldies,13,No,Spotify,Korea,Student,Medium,Mobile,Morning,29
4658,Female,21,EDM,18,No,NetEase Cloud,Brazil,Student,Low,Smart Speaker,Afternoon,63
4659,Female,18,Pop,30,Yes,Spotify,France,Family,Low,PC,Afternoon,78
4660,Male,38,Chill,17,Yes,YouTube Music,Brazil,Premium,High,Smart Speaker,Afternoon,23
4661,Female,23,EDM,30,Yes,NetEase Cloud,UK,Premium,Medium,PC,Morning,81
4662,Female,36,Jazz,19,Yes,YouTube Music,Japan,Premium,Low,Tablet,Evening,38
4663,Female,26,EDM,30,Yes,Apple Music,India,Family,High,Smart Speaker,Evening,72
4664,Male,45,Oldies,13,Yes,YouTube Music,India,Free,Low,Mobile,Night,21
4665,Male,36,Oldies,9,No,Apple Music,Australia,Family,Medium,Tablet,Morning,5
4666,Female,22,Chill,11,Yes,YouTube Music,Australia,Family,Medium,Smart Speaker,Night,25
4667,Female,34,Rock,17,Yes,NetEase Cloud,USA,Student,High,PC,Afternoon,44
4668,Male,41,Oldies,20,Yes,Spotify,Brazil,Family,High,Mobile,Night,18
4669,Male,29,Chill,16,No,NetEase Cloud,Japan,Family,Low,Smart Speaker,Afternoon,55
4670,Female,45,Chill,19,Yes,YouTube Music,India,Free,Medium,Mobile,Morning,57
4671,Female,21,K-Pop,21,Yes,YouTube Music,USA,Family,Medium,Mobile,Evening,78
4672,Female,43,Oldies,9,Yes,YouTube Music,India,Student,Medium,Mobile,Morning,36
4673,Male,29,Chill,15,No,QQ Music,USA,Premium,High,Mobile,Evening,51
4674,Male,24,Rock,20,Yes,Apple Music,France,Student,High,Tablet,Night,53
4675,Female,18,K-Pop,25,No,Spotify,France,Free,Medium,Tablet,Morning,81
4676,Female,33,Oldies,15,Yes,Apple Music,Brazil,Student,Medium,Smart Speaker,Night,15
4677,Female,31,Rock,24,No,YouTube Music,Korea,Premium,Low,Tablet,Morning,32
4678,Male,45,Traditional,16,No,YouTube Music,Korea,Premium,High,PC,Evening,27
4679,Male,38,Chill,22,No,Apple Music,Brazil,Family,Low,Mobile,Afternoon,17
4680,Female,36,Jazz,16,No,Apple Music,Germany,Student,High,Mobile,Morning,23
4681,Male,24,J-Pop,29,Yes,Apple Music,Germany,Student,Low,Smart Speaker,Morning,42
4682,Male,22,Pop,14,Yes,QQ Music,Australia,Student,Low,Tablet,Night,5
4683,Male,45,Traditional,11,No,Apple Music,UK,Free,Low,PC,Night,20
4684,Male,18,J-Pop,20,Yes,YouTube Music,Australia,Family,Medium,Tablet,Afternoon,69
4685,Female,32,Chill,17,Yes,Spotify,Japan,Free,Low,Mobile,Evening,38
4686,Male,18,K-Pop,27,No,NetEase Cloud,USA,Free,High,PC,Morning,29
4687,Female,18,Pop,12,Yes,Apple Music,Brazil,Premium,Low,Tablet,Afternoon,41
4688,Female,22,Rock,17,Yes,Apple Music,China,Free,Medium,Tablet,Afternoon,21
4689,Female,30,EDM,30,No,Apple Music,China,Premium,Medium,Smart Speaker,Afternoon,55
4690,Male,39,Traditional,9,No,Spotify,UK,Student,Medium,Smart Speaker,Evening,16
4691,Male,18,K-Pop,16,No,Apple Music,UK,Family,Medium,PC,Morning,72
4692,Female,23,J-Pop,30,Yes,Apple Music,USA,Premium,Low,PC,Morning,44
4693,Female,20,J-Pop,19,Yes,Apple Music,Australia,Premium,Low,PC,Afternoon,44
4694,Female,20,EDM,27,No,Spotify,France,Free,High,Mobile,Afternoon,60
4695,Female,18,K-Pop,30,No,NetEase Cloud,China,Student,High,Smart Speaker,Afternoon,92
4696,Male,45,Oldies,15,Yes,YouTube Music,Korea,Free,Low,Tablet,Evening,34
4697,Male,35,EDM,30,No,Spotify,Korea,Premium,High,PC,Morning,45
4698,Male,26,EDM,30,Yes,Apple Music,USA,Family,High,Mobile,Afternoon,35
4699,Male,21,Pop,27,Yes,QQ Music,Japan,Student,High,PC,Morning,4
4700,Female,34,Traditional,11,Yes,Spotify,USA,Student,High,Smart Speaker,Evening,23
4701,Male,18,Pop,19,No,Apple Music,Germany,Premium,Medium,Mobile,Evening,70
4702,Female,25,Rock,23,Yes,Apple Music,USA,Family,High,Mobile,Night,28
4703,Male,23,Chill,22,Yes,YouTube Music,France,Family,Low,PC,Afternoon,41
4704,Male,25,Jazz,10,No,Spotify,Germany,Free,Low,Smart Speaker,Morning,53
4705,Female,18,K-Pop,29,Yes,Spotify,Australia,Family,High,PC,Night,45
4706,Female,20,K-Pop,25,Yes,YouTube Music,USA,Premium,Medium,Smart Speaker,Afternoon,12
4707,Female,29,Oldies,13,Yes,QQ Music,Japan,Free,Medium,Smart Speaker,Morning,16
4708,Male,29,Pop,8,Yes,QQ Music,Brazil,Student,Medium,Smart Speaker,Morning,57
4709,Female,30,Oldies,11,Yes,NetEase Cloud,China,Free,High,Mobile,Afternoon,12
4710,Female,45,Jazz,8,No,NetEase Cloud,India,Free,Low,Smart Speaker,Evening,28
4711,Male,18,K-Pop,30,Yes,YouTube Music,USA,Family,High,Mobile,Morning,63
4712,Female,21,K-Pop,30,No,Spotify,Brazil,Premium,Low,PC,Night,57
4713,Female,24,Pop,20,No,Apple Music,Brazil,Student,Low,Mobile,Morning,57
4714,Male,27,Chill,15,No,QQ Music,Brazil,Premium,Medium,Smart Speaker,Night,49
4715,Female,25,EDM,24,No,Spotify,Korea,Free,High,Tablet,Night,24
4716,Female,29,J-Pop,18,No,NetEase Cloud,USA,Family,Low,Smart Speaker,Night,67
4717,Female,36,Jazz,8,No,QQ Music,USA,Premium,Low,Mobile,Afternoon,48
4718,Female,43,Traditional,17,Yes,Apple Music,France,Student,Low,Tablet,Morning,18
4719,Male,24,K-Pop,10,Yes,NetEase Cloud,China,Family,Low,Mobile,Afternoon,44
4720,Female,34,Traditional,10,No,Apple Music,USA,Student,Low,Tablet,Afternoon,24
4721,Female,18,J-Pop,27,No,NetEase Cloud,Japan,Student,Medium,Tablet,Evening,34
4722,Male,30,Rock,25,Yes,Apple Music,France,Free,Medium,Mobile,Afternoon,60
4723,Male,20,Pop,5,No,QQ Music,Brazil,Premium,Low,Smart Speaker,Evening,57
4724,Male,20,K-Pop,16,Yes,YouTube Music,Korea,Premium,High,Tablet,Morning,43
4725,Female,33,Pop,12,Yes,Apple Music,Korea,Student,Low,Mobile,Night,55
4726,Male,26,Rock,15,Yes,QQ Music,Australia,Family,High,PC,Night,52
4727,Female,45,Traditional,10,Yes,Spotify,China,Family,Low,Mobile,Afternoon,17
4728,Male,44,Oldies,17,Yes,Spotify,China,Free,Medium,Mobile,Afternoon,23
4729,Female,28,Chill,5,Yes,NetEase Cloud,France,Free,Medium,PC,Morning,20
4730,Female,18,Pop,24,Yes,YouTube Music,India,Premium,High,Tablet,Morning,39
4731,Male,23,Rock,17,Yes,NetEase Cloud,USA,Student,Low,Smart Speaker,Morning,22
4732,Male,34,Rock,25,No,Apple Music,India,Premium,Low,Mobile,Morning,72
4733,Male,38,Chill,16,Yes,YouTube Music,France,Free,Medium,Smart Speaker,Afternoon,64
4734,Male,37,Traditional,8,No,Apple Music,Brazil,Premium,High,Smart Speaker,Evening,13
4735,Female,23,K-Pop,17,No,QQ Music,UK,Student,Low,Smart Speaker,Night,51
4736,Male,18,Rock,20,No,YouTube Music,China,Premium,High,Mobile,Evening,9
4737,Female,18,EDM,30,Yes,Spotify,Brazil,Student,Medium,Tablet,Evening,89
4738,Female,23,J-Pop,23,No,QQ Music,Australia,Family,Low,PC,Morning,40
4739,Male,18,K-Pop,20,Yes,QQ Music,Japan,Premium,Low,Tablet,Morning,24
4740,Female,37,Jazz,15,Yes,Apple Music,UK,Family,High,PC,Morning,15
4741,Male,45,Chill,20,No,NetEase Cloud,France,Free,Medium,Smart Speaker,Night,47
4742,Male,22,Rock,17,No,Apple Music,France,Free,Medium,Tablet,Evening,52
4743,Male,25,Rock,27,Yes,QQ Music,France,Student,High,Tablet,Night,35
4744,Male,38,Traditional,14,Yes,YouTube Music,USA,Free,Medium,PC,Morning,7
4745,Female,29,Pop,10,Yes,Spotify,USA,Family,Medium,PC,Afternoon,59
4746,Male,21,Rock,20,Yes,QQ Music,Japan,Student,High,Smart Speaker,Night,58
4747,Female,24,Pop,11,Yes,NetEase Cloud,Germany,Student,High,Tablet,Evening,25
4748,Female,20,Rock,6,No,NetEase Cloud,Australia,Student,Low,Tablet,Afternoon,62
4749,Male,21,K-Pop,15,No,YouTube Music,USA,Free,Medium,Smart Speaker,Morning,84
4750,Male,35,Oldies,14,No,NetEase Cloud,France,Student,Medium,Smart Speaker,Morning,15
4751,Female,18,J-Pop,13,Yes,YouTube Music,India,Student,Low,PC,Morning,41
4752,Female,25,K-Pop,25,Yes,NetEase Cloud,India,Family,High,Mobile,Evening,57
4753,Male,18,Chill,24,Yes,Apple Music,USA,Student,Medium,Tablet,Afternoon,39
4754,Female,23,EDM,30,No,Spotify,Brazil,Premium,High,Tablet,Afternoon,91
4755,Male,45,Oldies,11,Yes,Spotify,Brazil,Student,Medium,Mobile,Evening,12
4756,Female,45,Oldies,6,No,QQ Music,Brazil,Student,High,PC,Evening,48
4757,Female,25,Rock,11,No,QQ Music,USA,Family,Low,Tablet,Afternoon,15
4758,Female,19,Chill,17,No,Apple Music,Japan,Premium,Medium,PC,Evening,34
4759,Male,18,EDM,22,Yes,Apple Music,Korea,Free,Low,Mobile,Evening,25
4760,Female,45,Traditional,11,No,Spotify,Germany,Premium,High,Smart Speaker,Evening,16
4761,Male,18,EDM,22,Yes,QQ Music,USA,Student,Medium,PC,Morning,49
4762,Female,43,Traditional,12,Yes,QQ Music,UK,Premium,Low,PC,Morning,27
4763,Female,27,Chill,5,Yes,Spotify,India,Free,High,Mobile,Morning,52
4764,Female,18,Pop,12,Yes,YouTube Music,Germany,Premium,Low,Smart Speaker,Afternoon,44
4765,Male,25,EDM,20,Yes,Apple Music,Brazil,Premium,High,Tablet,Evening,46
4766,Male,39,Traditional,17,Yes,QQ Music,USA,Student,Low,PC,Morning,19
4767,Male,33,Oldies,8,No,Spotify,Korea,Family,High,Tablet,Night,21
4768,Male,26,Rock,20,Yes,Apple Music,Germany,Student,High,Mobile,Afternoon,42
4769,Female,23,Chill,14,No,Spotify,Korea,Student,Medium,Mobile,Morning,48
4770,Female,18,J-Pop,19,No,YouTube Music,India,Premium,Low,Smart Speaker,Night,60
4771,Female,30,Rock,16,Yes,NetEase Cloud,USA,Free,Medium,Smart Speaker,Night,31
4772,Female,18,K-Pop,26,Yes,QQ Music,France,Family,Low,Tablet,Afternoon,81
4773,Female,40,Pop,22,Yes,Apple Music,India,Student,Medium,Smart Speaker,Evening,43
4774,Male,33,Oldies,5,Yes,Spotify,USA,Premium,Low,Mobile,Evening,27
4775,Male,33,J-Pop,29,Yes,Spotify,Germany,Student,High,Smart Speaker,Evening,70
4776,Male,41,Oldies,14,Yes,Apple Music,USA,Free,Medium,Smart Speaker,Morning,0
4777,Female,29,Rock,14,Yes,QQ Music,UK,Student,Low,Smart Speaker,Afternoon,25
4778,Female,20,J-Pop,19,No,QQ Music,Brazil,Family,Low,Tablet,Evening,37
4779,Male,23,Pop,16,Yes,Spotify,Japan,Family,Medium,PC,Afternoon,47
4780,Female,18,Pop,18,No,QQ Music,UK,Premium,High,Mobile,Night,20
4781,Male,21,Rock,18,Yes,NetEase Cloud,Japan,Student,Low,Smart Speaker,Afternoon,7
4782,Female,18,Pop,23,Yes,YouTube Music,Japan,Family,Low,Tablet,Night,13
4783,Male,34,EDM,30,Yes,YouTube Music,China,Student,High,Mobile,Night,47
4784,Male,18,J-Pop,23,No,NetEase Cloud,USA,Family,High,Mobile,Afternoon,23
4785,Male,18,K-Pop,19,No,QQ Music,France,Free,Medium,Tablet,Evening,52
4786,Female,21,K-Pop,18,No,Spotify,Korea,Free,High,Tablet,Night,80
4787,Male,29,Oldies,7,Yes,QQ Music,China,Family,Medium,Tablet,Evening,30
4788,Male,35,Traditional,7,No,Apple Music,Korea,Family,High,Tablet,Night,21
4789,Male,18,EDM,23,Yes,Apple Music,India,Student,Low,Smart Speaker,Evening,42
4790,Female,18,J-Pop,9,Yes,QQ Music,Brazil,Student,High,Mobile,Evening,52
4791,Male,18,Rock,16,Yes,NetEase Cloud,Germany,Family,High,Smart Speaker,Evening,29
4792,Female,40,Traditional,11,Yes,Apple Music,Germany,Family,High,Tablet,Night,21
4793,Male,20,Rock,25,No,YouTube Music,USA,Student,High,Tablet,Evening,3
4794,Female,20,J-Pop,27,No,Spotify,UK,Family,High,Tablet,Night,58
4795,Female,18,J-Pop,17,Yes,NetEase Cloud,India,Free,Medium,Smart Speaker,Evening,31
4796,Male,24,J-Pop,17,No,Apple Music,Brazil,Student,Medium,PC,Evening,54
4797,Male,24,Pop,30,Yes,Spotify,Korea,Free,Medium,Mobile,Morning,51
4798,Female,34,Oldies,5,Yes,YouTube Music,France,Student,Low,PC,Night,21
4799,Female,24,Rock,5,No,Apple Music,India,Family,Medium,Tablet,Night,25
4800,Female,37,Jazz,12,Yes,Apple Music,UK,Premium,Low,Mobile,Afternoon,44
4801,Male,18,Rock,22,No,Spotify,USA,Student,Low,Tablet,Night,58
4802,Male,30,Rock,8,Yes,Spotify,USA,Student,Low,PC,Afternoon,46
4803,Female,37,Traditional,6,No,QQ Music,Brazil,Premium,Medium,Mobile,Morning,15
4804,Male,18,Pop,26,No,Apple Music,Brazil,Premium,High,Tablet,Evening,56
4805,Male,31,Oldies,9,Yes,YouTube Music,Brazil,Free,Medium,Mobile,Evening,20
4806,Male,23,EDM,30,No,Spotify,UK,Family,Medium,Smart Speaker,Morning,77
4807,Female,25,Rock,16,No,NetEase Cloud,USA,Premium,Medium,PC,Afternoon,4
4808,Male,45,Traditional,10,Yes,Apple Music,Australia,Student,Medium,Mobile,Night,35
4809,Male,24,Pop,30,Yes,NetEase Cloud,Brazil,Premium,Medium,PC,Night,58
4810,Female,29,Oldies,9,No,Apple Music,Korea,Premium,Medium,Smart Speaker,Morning,22
4811,Female,18,Pop,17,Yes,Spotify,India,Family,High,PC,Evening,14
4812,Female,40,Oldies,14,No,QQ Music,Australia,Family,Medium,Smart Speaker,Night,12
4813,Male,36,Rock,18,Yes,Apple Music,Germany,Free,High,PC,Night,23
4814,Male,18,EDM,25,Yes,Spotify,Australia,Family,Low,Smart Speaker,Afternoon,53
4815,Male,39,Chill,16,No,Spotify,France,Free,Low,Smart Speaker,Night,13
4816,Female,45,Traditional,13,Yes,Spotify,Japan,Premium,High,Mobile,Morning,17
4817,Female,42,Traditional,13,Yes,NetEase Cloud,USA,Free,High,Mobile,Afternoon,5
4818,Male,41,Oldies,10,Yes,Spotify,USA,Free,Low,Mobile,Evening,31
4819,Male,34,Oldies,9,No,NetEase Cloud,Japan,Family,Medium,Mobile,Evening,44
4820,Male,31,Pop,5,Yes,YouTube Music,France,Premium,Medium,Tablet,Evening,70
4821,Female,21,J-Pop,17,Yes,QQ Music,Brazil,Free,High,Smart Speaker,Morning,31
4822,Female,18,J-Pop,17,No,Spotify,Korea,Premium,Low,Tablet,Evening,29
