UserID,Gender,Age,FavoriteMusicType,WeeklyListeningHours,PaidSubscription,ListeningPlatform,Country,SubscriptionType,GenrePreferenceLevel,DeviceType,ListeningTimeOfDay,NumberOfPlaylists
4658,Female,26,EDM,19,Yes,Spotify,USA,Family,Low,PC,Afternoon,80
4659,Female,23,Chill,6,No,YouTube Music,USA,Free,Medium,Tablet,Afternoon,43
4660,Female,28,Oldies,25,Yes,YouTube Music,Brazil,Premium,Low,PC,Evening,47
4661,Male,39,Traditional,27,No,YouTube Music,Japan,Free,High,Mobile,Night,20
4662,Female,41,Traditional,26,Yes,Apple Music,China,Premium,High,Mobile,Afternoon,30
4663,Male,39,Rock,7,No,NetEase Cloud,Brazil,Premium,High,Mobile,Evening,15
4664,Male,18,J-Pop,9,No,YouTube Music,USA,Student,High,Mobile,Evening,99
4665,Female,21,Jazz,28,Yes,Spotify,Germany,Student,High,PC,Evening,66
4666,Female,30,J-Pop,15,Yes,Amazon Music,Brazil,Premium,Low,Tablet,Afternoon,36
4667,Female,40,Oldies,25,No,NetEase Cloud,Australia,Family,High,Mobile,Night,35
4668,Female,30,EDM,16,Yes,YouTube Music,India,Premium,High,Mobile,Afternoon,30
4669,Female,30,J-Pop,30,No,NetEase Cloud,China,Premium,Low,Tablet,Afternoon,20
4670,Male,19,Chill,7,No,Apple Music,India,Family,Low,Mobile,Morning,65
4671,Female,26,K-Pop,13,Yes,YouTube Music,Brazil,Family,High,Mobile,Afternoon,94
4672,Female,41,Oldies,7,Yes,Amazon Music,Germany,Free,High,Mobile,Evening,34
4673,Male,25,Traditional,6,No,Apple Music,UK,Family,Medium,Mobile,Evening,48
4674,Female,24,J-Pop,10,Yes,YouTube Music,Germany,Free,High,Tablet,Morning,89
4675,Female,21,Rock,28,Yes,Spotify,USA,Student,High,Tablet,Morning,31
4676,Female,35,Chill,10,No,Apple Music,Japan,Family,Medium,Mobile,Morning,8
4677,Male,20,Jazz,21,Yes,Spotify,India,Student,Low,PC,Morning,47
4678,Female,45,Traditional,12,No,YouTube Music,Japan,Free,Low,Mobile,Afternoon,7
4679,Female,23,EDM,5,Yes,Spotify,Australia,Premium,Low,Tablet,Afternoon,95
4680,Female,29,Jazz,29,Yes,Spotify,France,Family,High,Tablet,Evening,46
4681,Female,29,Pop,12,Yes,YouTube Music,Korea,Free,Medium,Mobile,Afternoon,64
4682,Male,38,Traditional,26,Yes,Apple Music,India,Premium,Medium,Mobile,Morning,28
4683,Female,45,Traditional,19,Yes,Apple Music,Korea,Premium,High,Mobile,Night,21
4684,Male,25,Pop,22,No,Apple Music,Australia,Free,High,Mobile,Morning,62
4685,Female,39,Jazz,17,No,Apple Music,Australia,Premium,High,Mobile,Morning,5
4686,Female,39,Traditional,29,No,NetEase Cloud,Germany,Free,High,Mobile,Night,37
4687,Female,18,Chill,12,Yes,YouTube Music,USA,Premium,Low,Tablet,Night,51
4688,Male,21,Chill,24,Yes,Apple Music,France,Premium,Medium,PC,Morning,64
4689,Female,38,Traditional,22,No,NetEase Cloud,Japan,Family,Medium,Mobile,Afternoon,24
4690,Female,45,Oldies,17,Yes,NetEase Cloud,China,Premium,Medium,Mobile,Evening,16
4691,Male,28,EDM,18,Yes,Apple Music,France,Premium,Low,Mobile,Night,71
4692,Female,20,K-Pop,19,Yes,Apple Music,UK,Family,Low,PC,Evening,66
4693,Female,30,Rock,10,Yes,YouTube Music,France,Family,Medium,Mobile,Afternoon,9
4694,Female,42,Traditional,5,Yes,QQ Music,China,Family,Low,Mobile,Morning,28
4695,Female,34,Chill,11,No,Amazon Music,UK,Premium,Low,Mobile,Afternoon,14
4696,Male,39,Oldies,5,No,Apple Music,USA,Family,Medium,Tablet,Afternoon,39
4697,Male,39,Oldies,19,Yes,QQ Music,China,Free,High,Tablet,Evening,5
4698,Male,27,K-Pop,10,No,Apple Music,Germany,Premium,Medium,Mobile,Afternoon,56
4699,Female,38,Jazz,9,Yes,NetEase Cloud,UK,Free,High,Mobile,Night,40
4700,Female,29,Pop,16,Yes,Spotify,Korea,Free,Low,Mobile,Morning,64
4701,Female,32,K-Pop,30,No,NetEase Cloud,China,Free,High,Mobile,Night,5
4702,Female,38,Jazz,7,Yes,NetEase Cloud,UK,Premium,High,Mobile,Afternoon,34
4703,Male,27,Traditional,26,Yes,Spotify,France,Premium,High,Mobile,Evening,95
4704,Female,31,K-Pop,24,No,Apple Music,China,Free,High,Tablet,Evening,15
4705,Male,30,Pop,18,No,YouTube Music,Korea,Premium,Low,Mobile,Night,33
4706,Female,22,K-Pop,10,No,Spotify,Germany,Premium,Medium,Tablet,Night,38
4707,Female,23,K-Pop,8,Yes,Apple Music,Brazil,Student,Medium,Tablet,Evening,79
4708,Male,41,Jazz,19,Yes,Apple Music,France,Free,High,Mobile,Night,38
4709,Female,19,EDM,21,Yes,Apple Music,France,Premium,Medium,Mobile,Afternoon,36
4710,Male,39,Traditional,9,Yes,Apple Music,Brazil,Family,Medium,Mobile,Morning,29
4711,Male,34,Jazz,28,No,NetEase Cloud,France,Premium,Medium,Mobile,Morning,38
4712,Female,21,Pop,10,No,Apple Music,Korea,Premium,Medium,Mobile,Morning,73
4713,Male,31,Traditional,14,Yes,Apple Music,Germany,Free,Low,Mobile,Evening,6
4714,Male,27,Chill,13,No,Spotify,USA,Premium,Medium,Mobile,Evening,88
4715,Female,20,EDM,8,Yes,YouTube Music,Brazil,Free,High,Tablet,Evening,94
4716,Male,42,EDM,30,No,Apple Music,Japan,Family,Medium,Mobile,Morning,25
4717,Male,20,J-Pop,13,Yes,Spotify,Korea,Student,Low,Mobile,Night,67
4718,Female,32,Chill,12,Yes,Apple Music,USA,Family,Medium,Mobile,Evening,29
4719,Male,23,Pop,7,Yes,Spotify,India,Free,High,Mobile,Evening,46
4720,Female,34,Chill,26,No,YouTube Music,USA,Free,Low,Tablet,Afternoon,34
4721,Male,29,EDM,24,Yes,Apple Music,Germany,Free,Medium,Mobile,Evening,66
4722,Female,39,Chill,5,Yes,NetEase Cloud,Japan,Family,High,Tablet,Evening,34
4723,Female,37,Oldies,29,Yes,Amazon Music,Germany,Family,High,Mobile,Morning,26
4724,Female,41,Traditional,24,Yes,NetEase Cloud,Korea,Free,High,Mobile,Morning,36
4725,Female,28,Pop,9,Yes,Apple Music,Brazil,Free,Medium,Mobile,Afternoon,80
4726,Female,42,Traditional,7,No,NetEase Cloud,Japan,Free,Low,Tablet,Morning,18
4727,Male,21,Rock,8,Yes,Spotify,Brazil,Premium,Medium,Tablet,Night,52
4728,Female,43,Traditional,29,No,Amazon Music,Japan,Premium,Low,Mobile,Night,24
4729,Female,45,Jazz,27,Yes,Apple Music,UK,Premium,Low,Mobile,Morning,24
4730,Male,43,EDM,28,Yes,YouTube Music,USA,Premium,High,Mobile,Evening,31
4731,Female,23,K-Pop,23,Yes,YouTube Music,Germany,Premium,High,Mobile,Afternoon,42
4732,Male,18,J-Pop,19,No,Spotify,France,Premium,High,Mobile,Evening,43
4733,Male,37,Traditional,23,Yes,YouTube Music,Brazil,Free,Medium,Mobile,Evening,40
4734,Female,40,Chill,20,Yes,YouTube Music,Korea,Family,Low,Mobile,Afternoon,29
4735,Male,45,Chill,27,No,Apple Music,India,Premium,High,Tablet,Morning,20
4736,Male,33,Chill,12,No,NetEase Cloud,USA,Premium,Medium,Mobile,Afternoon,7
4737,Male,32,Chill,18,No,YouTube Music,Brazil,Free,Low,Tablet,Night,7
4738,Female,34,Jazz,9,No,Apple Music,Germany,Family,Low,Mobile,Evening,18
4739,Male,25,EDM,5,Yes,Apple Music,Korea,Premium,Medium,PC,Night,56
4740,Female,45,Traditional,23,Yes,Amazon Music,USA,Family,Low,Mobile,Afternoon,6
4741,Female,43,Traditional,9,No,Apple Music,Korea,Free,Medium,Mobile,Morning,13
4742,Male,29,Traditional,7,Yes,YouTube Music,Japan,Premium,High,Mobile,Afternoon,78
4743,Female,44,Jazz,21,Yes,YouTube Music,Korea,Family,Low,Mobile,Night,23
4744,Male,39,Oldies,11,No,Apple Music,Korea,Family,Medium,Mobile,Night,16
4745,Male,38,Chill,21,Yes,NetEase Cloud,France,Premium,High,Mobile,Evening,36
4746,Female,27,EDM,30,Yes,NetEase Cloud,China,Free,High,Tablet,Evening,88
4747,Female,44,Oldies,17,No,Apple Music,India,Family,High,Mobile,Evening,16
4748,Female,32,Traditional,26,No,NetEase Cloud,UK,Premium,Low,Mobile,Evening,22
4749,Male,26,Jazz,26,Yes,Spotify,Japan,Premium,High,PC,Morning,30
4750,Male,19,Oldies,18,Yes,Apple Music,France,Family,High,PC,Afternoon,74
4751,Male,22,Jazz,27,Yes,Spotify,France,Family,High,Tablet,Afternoon,49
4752,Female,23,Chill,16,Yes,Apple Music,Brazil,Family,Medium,PC,Afternoon,42
4753,Male,24,Jazz,15,Yes,YouTube Music,Australia,Premium,Low,Mobile,Morning,81
4754,Male,38,Chill,5,Yes,NetEase Cloud,Korea,Premium,High,Tablet,Afternoon,34
4755,Male,42,Jazz,7,No,Apple Music,India,Free,Low,Mobile,Afternoon,21
4756,Male,18,J-Pop,16,Yes,YouTube Music,USA,Student,High,PC,Morning,96
4757,Female,40,Rock,13,No,YouTube Music,Germany,Family,Medium,Mobile,Evening,28
4758,Male,43,Oldies,6,Yes,Apple Music,Japan,Free,High,Mobile,Evening,33
4759,Female,24,J-Pop,18,No,Apple Music,Brazil,Student,Low,Mobile,Morning,97
4760,Male,37,Chill,9,Yes,Amazon Music,Brazil,Free,High,Mobile,Morning,11
4761,Male,42,Traditional,7,Yes,Amazon Music,Germany,Free,Low,Mobile,Evening,34
4762,Male,29,Oldies,16,Yes,Apple Music,Korea,Family,Low,Tablet,Morning,67
4763,Female,33,EDM,16,No,Amazon Music,Brazil,Free,Medium,Mobile,Afternoon,18
4764,Female,33,Jazz,25,No,Apple Music,Germany,Free,High,Mobile,Night,5
4765,Female,28,J-Pop,11,No,Apple Music,India,Premium,Low,Tablet,Night,70
4766,Male,38,Chill,5,No,YouTube Music,France,Family,Medium,Mobile,Afternoon,31
4767,Male,21,EDM,7,Yes,YouTube Music,India,Premium,Low,Mobile,Morning,50
4768,Female,30,EDM,15,Yes,NetEase Cloud,Brazil,Free,Medium,Mobile,Evening,13
4769,Male,24,K-Pop,17,Yes,YouTube Music,Korea,Student,High,Mobile,Night,94
4770,Male,21,Jazz,26,Yes,Spotify,Germany,Premium,High,Mobile,Night,52
4771,Female,32,Traditional,27,No,YouTube Music,France,Free,High,Mobile,Afternoon,16
4772,Male,36,K-Pop,14,No,Amazon Music,Korea,Premium,High,Mobile,Evening,9
4773,Male,26,Jazz,23,Yes,Apple Music,Korea,Family,High,PC,Night,37
4774,Male,28,J-Pop,8,No,YouTube Music,Australia,Free,High,Tablet,Afternoon,47
4775,Female,25,Pop,26,Yes,YouTube Music,Japan,Family,Low,PC,Evening,45
4776,Male,18,Rock,9,Yes,Spotify,Australia,Family,Low,PC,Morning,70
4777,Female,40,Oldies,15,Yes,Amazon Music,Germany,Free,Medium,Tablet,Afternoon,25
4778,Male,42,Chill,13,Yes,YouTube Music,USA,Family,High,Mobile,Night,11
4779,Female,41,Jazz,17,Yes,Apple Music,Korea,Free,High,Mobile,Afternoon,29
4780,Female,25,EDM,21,Yes,Spotify,Brazil,Free,Low,Mobile,Afternoon,45
4781,Female,30,Jazz,19,Yes,Amazon Music,Japan,Premium,Medium,Tablet,Night,27
4782,Female,39,Jazz,17,Yes,YouTube Music,Brazil,Free,Medium,Mobile,Morning,6
4783,Male,44,Pop,25,Yes,Amazon Music,France,Premium,Medium,Mobile,Night,9
4784,Female,21,Jazz,15,Yes,YouTube Music,France,Free,High,Tablet,Night,100
4785,Male,25,Rock,5,No,Apple Music,India,Family,High,Mobile,Morning,88
4786,Male,20,Oldies,12,No,Apple Music,Korea,Premium,Medium,PC,Night,90
4787,Female,26,EDM,27,No,YouTube Music,Brazil,Free,High,Mobile,Evening,41
4788,Male,19,Pop,9,Yes,Apple Music,USA,Free,High,Mobile,Evening,73
4789,Male,19,Pop,26,No,Apple Music,Japan,Student,High,PC,Night,57
4790,Male,45,Rock,20,Yes,Amazon Music,Korea,Family,High,Tablet,Evening,22
4791,Male,30,Pop,8,No,NetEase Cloud,India,Free,Medium,Mobile,Afternoon,28
4792,Female,32,K-Pop,29,Yes,NetEase Cloud,China,Family,Medium,Mobile,Evening,20
4793,Male,45,Oldies,23,Yes,Amazon Music,France,Premium,Low,Tablet,Evening,33
4794,Male,40,Jazz,22,Yes,Amazon Music,USA,Family,High,Mobile,Afternoon,13
4795,Male,29,EDM,27,Yes,Spotify,UK,Free,High,Tablet,Evening,89
4796,Male,43,Oldies,6,Yes,Apple Music,China,Family,High,Mobile,Night,18
4797,Male,21,Pop,17,No,YouTube Music,Germany,Student,Low,Tablet,Afternoon,58
4798,Female,43,Pop,20,Yes,Apple Music,Japan,Family,Low,Mobile,Afternoon,6
4799,Male,25,Rock,26,No,Spotify,Germany,Family,Low,Tablet,Night,73
4800,Female,26,Rock,12,Yes,Apple Music,Brazil,Free,Low,PC,Night,41
4801,Male,40,Traditional,23,No,NetEase Cloud,Brazil,Free,High,Mobile,Night,28
4802,Female,22,Pop,7,No,YouTube Music,Korea,Family,High,PC,Evening,52
4803,Male,41,Traditional,23,Yes,NetEase Cloud,France,Premium,High,Tablet,Evening,38
4804,Male,37,Chill,21,Yes,NetEase Cloud,Germany,Free,Low,Mobile,Evening,9
4805,Female,35,Chill,13,No,Amazon Music,USA,Premium,Medium,Tablet,Night,30
4806,Female,28,K-Pop,25,Yes,Apple Music,Germany,Free,Medium,Mobile,Morning,45
4807,Female,32,Oldies,29,Yes,NetEase Cloud,USA,Family,High,Mobile,Evening,23
4808,Male,45,Jazz,25,Yes,Amazon Music,Korea,Family,Medium,Mobile,Morning,32
4809,Female,39,Jazz,27,Yes,Amazon Music,UK,Family,Low,Mobile,Afternoon,10
4810,Female,26,EDM,21,Yes,YouTube Music,India,Premium,Low,Tablet,Night,97
4811,Female,34,Jazz,29,Yes,Apple Music,Japan,Premium,High,Mobile,Night,14
4812,Male,44,Chill,5,No,YouTube Music,UK,Premium,Medium,Mobile,Afternoon,30
4813,Male,43,Oldies,8,No,Apple Music,USA,Family,High,Tablet,Evening,12
4814,Male,29,K-Pop,27,Yes,Apple Music,Japan,Family,Low,PC,Evening,73
4815,Female,24,K-Pop,19,Yes,Spotify,UK,Student,Medium,PC,Evening,62
4816,Male,27,EDM,16,Yes,Apple Music,France,Free,Low,Tablet,Morning,34
4817,Male,42,Traditional,29,Yes,YouTube Music,Germany,Family,Medium,Mobile,Afternoon,32
4818,Male,43,Oldies,21,No,Amazon Music,USA,Premium,High,Mobile,Morning,11
4819,Male,42,Oldies,16,No,Amazon Music,India,Free,Low,Tablet,Evening,18
4820,Female,27,EDM,20,No,Apple Music,Brazil,Premium,High,Mobile,Morning,47
4821,Male,44,Traditional,17,No,Apple Music,India,Family,Low,Mobile,Afternoon,27
4822,Female,30,J-Pop,15,Yes,Amazon Music,India,Premium,Medium,Mobile,Evening,36
4823,Female,36,Chill,19,No,YouTube Music,UK,Family,Medium,Tablet,Morning,30
4824,Female,28,Jazz,20,No,Spotify,France,Family,Low,Tablet,Afternoon,94
4825,Female,30,EDM,10,No,Apple Music,France,Premium,Low,Mobile,Evening,24
4826,Female,38,K-Pop,30,No,NetEase Cloud,Australia,Premium,Low,Tablet,Evening,17
4827,Female,25,Oldies,15,No,Spotify,India,Family,Medium,PC,Night,46
4828,Male,25,Rock,19,Yes,Spotify,India,Premium,High,Tablet,Evening,92
4829,Female,21,EDM,9,No,Spotify,Germany,Free,High,Mobile,Night,84
4830,Male,32,Oldies,7,No,Apple Music,Japan,Free,Low,Mobile,Evening,32
4831,Female,45,Traditional,30,Yes,NetEase Cloud,Brazil,Family,High,Mobile,Morning,35
4832,Male,28,Rock,6,No,QQ Music,China,Free,High,Tablet,Morning,60
4833,Female,28,EDM,5,Yes,Apple Music,Australia,Family,High,Tablet,Evening,37
4834,Male,18,J-Pop,19,No,Spotify,Korea,Family,High,Mobile,Evening,50
4835,Male,34,Jazz,6,No,NetEase Cloud,Australia,Premium,Medium,Tablet,Night,39
4836,Female,32,Pop,24,Yes,YouTube Music,USA,Family,Medium,Mobile,Morning,16
4837,Female,37,Chill,10,No,YouTube Music,UK,Free,Medium,Mobile,Morning,37
4838,Female,23,J-Pop,16,No,YouTube Music,France,Premium,Low,PC,Evening,69
4839,Female,41,Jazz,25,No,Apple Music,China,Free,Low,Tablet,Night,28
4840,Male,39,Oldies,20,Yes,YouTube Music,Korea,Free,Medium,Mobile,Evening,24
4841,Male,45,Traditional,18,Yes,Apple Music,Japan,Free,High,Mobile,Morning,29
4842,Female,42,Traditional,8,Yes,Amazon Music,Korea,Family,Medium,Mobile,Morning,8
4843,Female,32,Traditional,12,Yes,NetEase Cloud,Germany,Premium,High,Mobile,Morning,39
4844,Male,26,J-Pop,16,Yes,Apple Music,Australia,Family,High,Mobile,Morning,96
4845,Female,31,Traditional,27,No,NetEase Cloud,Germany,Premium,Medium,Mobile,Evening,40
4846,Male,35,Traditional,18,No,Apple Music,China,Premium,Low,Mobile,Morning,12
4847,Female,43,Chill,24,Yes,Amazon Music,Japan,Premium,High,Mobile,Evening,24
4848,Female,34,K-Pop,30,Yes,QQ Music,China,Family,High,Mobile,Morning,9
4849,Male,35,Chill,17,No,NetEase Cloud,China,Free,Medium,Mobile,Morning,27
4850,Male,22,J-Pop,9,Yes,NetEase Cloud,China,Premium,High,PC,Afternoon,55
4851,Female,37,Chill,16,No,NetEase Cloud,Japan,Premium,High,Tablet,Night,38
4852,Male,37,Chill,14,No,YouTube Music,USA,Free,Medium,Tablet,Afternoon,26
4853,Female,26,Jazz,25,No,Apple Music,Korea,Free,High,Mobile,Afternoon,53
4854,Male,28,K-Pop,23,Yes,YouTube Music,France,Free,Low,Tablet,Morning,45
4855,Female,41,Jazz,17,Yes,Apple Music,USA,Family,Low,Mobile,Night,33
4856,Female,39,Traditional,13,Yes,Apple Music,USA,Free,Low,Mobile,Afternoon,39
4857,Female,18,Pop,15,Yes,YouTube Music,France,Family,Medium,Tablet,Afternoon,48
4858,Male,35,Traditional,9,No,Amazon Music,India,Premium,Medium,Mobile,Evening,33
4859,Male,23,Rock,17,Yes,YouTube Music,Japan,Student,Low,PC,Night,40
4860,Male,44,Traditional,14,Yes,NetEase Cloud,Australia,Free,Medium,Tablet,Afternoon,10
4861,Male,19,Rock,22,No,YouTube Music,Brazil,Premium,Medium,PC,Afternoon,86
4862,Female,32,Jazz,19,Yes,NetEase Cloud,Germany,Premium,Medium,Tablet,Evening,38
4863,Male,43,Pop,24,Yes,YouTube Music,Germany,Free,Low,Mobile,Morning,33
4864,Male,38,Oldies,16,No,Amazon Music,Japan,Family,Medium,Mobile,Afternoon,18
4865,Male,31,Traditional,8,Yes,Apple Music,Australia,Premium,Medium,Mobile,Night,40
4866,Female,22,J-Pop,9,Yes,Apple Music,India,Premium,Low,Mobile,Evening,54
4867,Male,23,Oldies,12,Yes,Spotify,India,Family,Low,Tablet,Night,86
4868,Male,23,K-Pop,9,Yes,Apple Music,Korea,Premium,Medium,PC,Night,79
4869,Female,39,Oldies,5,Yes,Apple Music,Australia,Free,Medium,Mobile,Night,22
4870,Female,35,Traditional,22,Yes,Apple Music,Germany,Family,High,Tablet,Evening,32
4871,Female,31,Jazz,23,Yes,YouTube Music,UK,Free,Low,Mobile,Night,5
4872,Female,27,Pop,23,Yes,YouTube Music,Korea,Free,High,Tablet,Afternoon,39
4873,Female,31,Traditional,14,Yes,YouTube Music,USA,Free,High,Mobile,Evening,30
4874,Female,30,Oldies,26,No,Apple Music,Korea,Premium,High,Mobile,Afternoon,29
4875,Female,20,Traditional,13,No,Spotify,France,Student,High,Tablet,Morning,92
4876,Male,23,Chill,30,No,Spotify,Japan,Premium,Low,Mobile,Afternoon,81
4877,Female,25,Rock,5,Yes,Spotify,Japan,Family,Low,PC,Night,62
4878,Female,29,Chill,26,Yes,Apple Music,Japan,Premium,Low,Mobile,Morning,90
4879,Female,30,J-Pop,29,No,Apple Music,India,Free,High,Tablet,Night,32
4880,Female,28,Traditional,24,No,NetEase Cloud,China,Family,Low,PC,Evening,42
4881,Female,29,K-Pop,30,No,YouTube Music,UK,Family,Low,PC,Evening,32
4882,Male,18,K-Pop,7,Yes,Apple Music,India,Free,Low,Mobile,Morning,91
4883,Male,34,Chill,17,Yes,Amazon Music,France,Premium,Medium,Mobile,Afternoon,23
4884,Male,33,Jazz,10,No,NetEase Cloud,China,Family,High,Mobile,Night,37
4885,Male,28,Rock,10,No,Apple Music,Korea,Premium,Low,Tablet,Afternoon,36
4886,Male,30,Oldies,22,No,Apple Music,Germany,Family,Low,Mobile,Night,6
4887,Male,35,Traditional,9,No,Amazon Music,UK,Free,High,Mobile,Night,13
4888,Male,28,Rock,21,No,Apple Music,USA,Free,High,Mobile,Afternoon,69
4889,Female,45,Traditional,29,No,NetEase Cloud,China,Family,Low,Mobile,Evening,10
4890,Female,29,EDM,29,Yes,Spotify,Korea,Free,Medium,PC,Evening,69
4891,Female,23,J-Pop,7,No,Apple Music,Australia,Free,Low,Mobile,Morning,40
4892,Female,26,Pop,9,Yes,YouTube Music,UK,Free,Medium,PC,Afternoon,50
4893,Female,33,Traditional,7,Yes,Amazon Music,Korea,Premium,High,Mobile,Evening,17
4894,Female,21,EDM,27,No,Spotify,Japan,Family,High,PC,Evening,100
4895,Male,20,K-Pop,17,No,Apple Music,Australia,Student,Medium,Mobile,Night,79
4896,Female,45,Oldies,19,No,NetEase Cloud,Brazil,Premium,High,Mobile,Night,15
4897,Female,33,Pop,21,Yes,YouTube Music,Germany,Free,Medium,Mobile,Evening,21
4898,Female,41,Oldies,19,Yes,Amazon Music,Japan,Free,Low,Mobile,Morning,19
4899,Male,44,Jazz,9,No,YouTube Music,Germany,Family,Low,Mobile,Evening,30
4900,Male,43,Jazz,26,No,Apple Music,Australia,Family,High,Mobile,Morning,13
4901,Male,42,Oldies,18,Yes,NetEase Cloud,Brazil,Premium,High,Mobile,Morning,37
4902,Female,29,Oldies,15,Yes,Spotify,France,Family,High,PC,Night,86
4903,Female,28,J-Pop,18,No,NetEase Cloud,China,Premium,Medium,Tablet,Morning,62
4904,Female,22,Pop,11,Yes,YouTube Music,Germany,Premium,High,Mobile,Afternoon,44
4905,Male,42,Oldies,7,Yes,QQ Music,China,Family,Low,Mobile,Afternoon,31
4906,Male,35,Traditional,27,Yes,Amazon Music,Korea,Family,Low,Mobile,Night,19
4907,Female,36,Oldies,24,Yes,Amazon Music,Australia,Family,Low,Mobile,Evening,22
4908,Male,40,Traditional,14,Yes,YouTube Music,Japan,Family,Medium,Tablet,Afternoon,21
4909,Female,40,Oldies,15,Yes,Apple Music,France,Premium,Low,Mobile,Afternoon,36
4910,Male,23,EDM,10,Yes,Apple Music,USA,Family,Low,PC,Evening,95
4911,Male,39,Jazz,9,Yes,Amazon Music,Korea,Free,High,Mobile,Night,36
4912,Male,35,Jazz,24,Yes,Apple Music,UK,Free,Low,Mobile,Morning,25
4913,Female,43,Chill,26,No,YouTube Music,USA,Family,High,Tablet,Morning,7
4914,Male,23,K-Pop,17,No,Apple Music,India,Student,Low,Tablet,Evening,36
4915,Female,21,Oldies,16,Yes,YouTube Music,USA,Student,Low,Tablet,Evening,53
4916,Female,29,Chill,23,Yes,Apple Music,Germany,Free,High,Mobile,Afternoon,74
4917,Female,36,K-Pop,23,Yes,YouTube Music,Brazil,Premium,High,Mobile,Morning,5
4918,Male,44,Jazz,25,No,YouTube Music,France,Free,Low,Mobile,Night,35
4919,Male,19,Pop,9,Yes,Spotify,Germany,Family,Medium,Tablet,Afternoon,82
4920,Male,34,Jazz,29,No,NetEase Cloud,Brazil,Free,Medium,Mobile,Morning,34
4921,Female,28,EDM,24,No,YouTube Music,UK,Free,High,PC,Night,69
4922,Male,28,Oldies,25,No,Spotify,Australia,Family,High,Tablet,Morning,80
4923,Male,38,Traditional,13,Yes,NetEase Cloud,India,Premium,Low,Tablet,Afternoon,31
4924,Female,33,Oldies,8,No,Amazon Music,USA,Premium,Medium,Mobile,Night,7
4925,Female,19,Jazz,19,No,Apple Music,Germany,Family,Medium,PC,Morning,84
4926,Female,19,K-Pop,7,Yes,YouTube Music,Australia,Free,Low,Tablet,Morning,32
4927,Male,40,Jazz,27,Yes,Amazon Music,France,Premium,Medium,Tablet,Morning,26
4928,Male,25,EDM,11,Yes,Spotify,India,Family,Low,Tablet,Afternoon,63
4929,Female,30,EDM,28,Yes,Amazon Music,UK,Premium,Low,Mobile,Afternoon,29
4930,Male,27,Jazz,24,No,Apple Music,Germany,Family,High,PC,Night,36
4931,Female,25,Pop,24,No,YouTube Music,India,Premium,Low,Mobile,Evening,79
4932,Male,21,J-Pop,18,Yes,Spotify,Australia,Family,Medium,Mobile,Morning,99
4933,Female,32,Jazz,18,Yes,NetEase Cloud,Germany,Premium,Medium,Tablet,Morning,27
4934,Male,18,Oldies,13,No,Apple Music,China,Family,Low,PC,Morning,97
4935,Female,28,K-Pop,30,Yes,YouTube Music,Korea,Free,High,Tablet,Afternoon,52
4936,Female,24,EDM,27,Yes,Apple Music,Korea,Family,Medium,Tablet,Morning,48
4937,Female,34,Oldies,7,Yes,NetEase Cloud,Japan,Free,High,Mobile,Night,18
4938,Male,44,Jazz,13,No,Apple Music,Brazil,Family,Low,Mobile,Afternoon,7
4939,Male,37,Chill,25,No,Amazon Music,Germany,Free,Low,Mobile,Afternoon,33
4940,Male,41,Traditional,8,Yes,Amazon Music,France,Family,Medium,Tablet,Afternoon,10
4941,Female,35,Chill,21,Yes,NetEase Cloud,India,Free,Medium,Mobile,Afternoon,32
4942,Female,39,Traditional,29,Yes,Amazon Music,Brazil,Family,High,Mobile,Evening,21
4943,Female,39,Jazz,10,Yes,Apple Music,Japan,Premium,Low,Mobile,Afternoon,31
4944,Female,29,Rock,20,No,Spotify,Korea,Premium,High,Mobile,Evening,72
4945,Female,26,Oldies,22,Yes,Apple Music,China,Premium,Medium,PC,Afternoon,77
4946,Female,22,Jazz,17,Yes,Spotify,Korea,Premium,Medium,PC,Afternoon,83
4947,Female,27,Traditional,11,Yes,Spotify,India,Family,High,Mobile,Morning,89
4948,Female,21,EDM,7,Yes,Spotify,UK,Student,Low,Tablet,Afternoon,43
4949,Female,22,Oldies,10,No,Spotify,Japan,Premium,Medium,Tablet,Night,30
4950,Male,45,Traditional,28,Yes,Amazon Music,USA,Family,Low,Mobile,Night,23
4951,Female,45,Traditional,7,Yes,Amazon Music,Germany,Free,Medium,Mobile,Night,8
4952,Male,27,EDM,16,No,Apple Music,Korea,Premium,Low,PC,Morning,84
4953,Female,28,J-Pop,9,Yes,Spotify,Germany,Premium,Medium,Tablet,Afternoon,88
4954,Male,38,Traditional,26,Yes,NetEase Cloud,Japan,Premium,Low,Mobile,Night,11
4955,Female,41,Chill,21,Yes,Amazon Music,Japan,Premium,Low,Mobile,Night,23
4956,Male,27,EDM,14,Yes,QQ Music,China,Family,Medium,Mobile,Night,36
4957,Female,45,Chill,11,No,YouTube Music,India,Premium,Low,Mobile,Evening,16
4958,Female,25,EDM,8,Yes,Apple Music,France,Premium,Low,Mobile,Evening,93
4959,Female,19,J-Pop,14,Yes,Spotify,India,Family,Medium,Mobile,Evening,82
4960,Male,40,Pop,11,No,NetEase Cloud,China,Free,High,Mobile,Night,17
4961,Female,25,Oldies,27,Yes,YouTube Music,Brazil,Family,Medium,PC,Night,47
4962,Male,33,Chill,15,No,NetEase Cloud,USA,Free,High,Mobile,Afternoon,24
4963,Male,44,Oldies,25,Yes,YouTube Music,Japan,Free,Medium,Tablet,Night,22
